text_clean,sentiment,score
nonton gaikut mikir pusing banget,negative,0.9970535039901733
elus peruttt moga anak anak cerdas sehat untung uwww kece pgen ikott wkk,positive,0.9879276156425476
mantapp konten acara tonton kualitas,positive,0.989365816116333
trending,positive,0.8826763033866882
main gue nonton merinding discowwwwww,negative,0.9581325650215149
merinding lihat moga nular anak nnt aamiin,positive,0.7273022532463074
vibes kaya film squid game siiii mntaabbb,positive,0.5376995801925659
viralkan,negative,0.9768873453140259
merinding yaaa nonton opening doang wkwkw kaya haru banget allah keinget adek lihat gin pinter pinter bangeettt keinget adek mahasiswa alhamdulillah lolos jalur utbk kampus negri proudddd,positive,0.9799895882606506
nontonlah sapa nular pinternya,negative,0.6109172701835632
bikin pinter bangettt,positive,0.9959432482719421
elim hebat ko tinggal tingkat fokus,positive,0.9829755425453186
ghaza anak aa gym masyaallah pinter2 banget anak muda skrg,positive,0.9896615743637085
lihat orang orang pinter bahagia banget bahagia,positive,0.9956076741218567
ronde 2 hitung menit wkwkwkwk,negative,0.5677701830863953
keren lbh suka joged2,positive,0.9934014678001404
trofi ucl masuk ruang guru,neutral,0.9970435500144958
acara anak2 muda,positive,0.8359267115592957
rempah rengginang haha,negative,0.9601625800132751
anak stan,positive,0.4357222616672516
lolos ttp semangat hebat hasil,positive,0.9897006750106812
bangga indonesia game bagus salut anak2 hebat bangga indonesia,positive,0.9937513470649719
kesini gara2 tiktok tertawa,negative,0.9873419404029846
viewnya,positive,0.986478328704834
semangat buat2 anak2 eliminasi tetap anak hebat sukses manfaat bangsa,positive,0.9927290081977844
eliminasi keren lolos lolos orang pilih keren hahaha,positive,0.7561686038970947
rocky gerung vs bang otman pariss ideal adu drpd ring tinju,neutral,0.9959867596626282
tunggu komen itumah lihat tuh thoriq 2 deh haji,neutral,0.6891653537750244
konten support indonesii proud member class champions,neutral,0.9831773638725281
tonton haru nyadar indonesia generasi hebat mesti bawa negeri,positive,0.7177778482437134
kasi lihat,neutral,0.5566971302032471
keren bgt,positive,0.9968981742858887
keren keren parah bayang kuras otak hitung hitung doang buru kursi serta bikin nambah deg deg ganggu konsentrasi tarik banget acara fresh kualitas moga acara acara kualitas gin tonton kualitas moga pure yah atur atur atur keren tahan ruang guru bantu ningkatin view biar viral semangatttt,negative,0.5993694067001343
anak kuliah bangga banget acara kaya gin moga anak bangsa maju bangga negera,positive,0.9888485670089722
moga anak pintar cerdas merekaaa aamiin suka banget ngikutin acara lanjutt ruang guruu,positive,0.9949860572814941
sana orang pilih pintar pintar pikir netizen,negative,0.9940223097801208
sakira hebat banget,positive,0.9964312314987183
moga nular aminn,positive,0.9744814038276672
acara masuk televisi sihhhh,negative,0.8087822198867798
seru banget nontonin orang2 pinter wkwk,positive,0.9961915016174316
english sub,neutral,0.9140382409095764
pinter matematika suka matematika lihat pinter matematika moga anak pinter,positive,0.992023229598999
aaaaa ikut ketar ketirr,negative,0.9911019802093506
syakira best,positive,0.9943835735321045
merinding lihat,negative,0.6745901107788086
lyca gausah takut hujat netizen acara luarbiasaaaaaaa kereen,positive,0.9935789108276367
keren bangettt,positive,0.9970775842666626
nonton haru bangga banget,positive,0.9950490593910217
merinding orang orang hebat,positive,0.6622600555419922
duhh penasaran nunggu episode 5 shakira xaviera lolos kmrin eps 4 team shakira ketat banget lawan team kenji,negative,0.9717860817909241
w uji pas test net wkw,neutral,0.7549886107444763
bismillah pintar kakak,positive,0.9760430455207825
masya allah,positive,0.9908129572868347
anak anak cerdas aamiin,positive,0.9934450387954712
apa daya isi otak intel pentium ram 500kb vs otak super komputer,neutral,0.5049713253974915
tim kesini cari xaviera,neutral,0.9972890615463257
anda kelas ibu2,negative,0.36893558502197266
nonton merinding lihat aamazingnya anak bangsa hebat terimakasih ruang guru,positive,0.9790213108062744
haru game,positive,0.8375193476676941
gpp orang orang pintar orang orang pilih semangat,positive,0.5509767532348633
ken ngitung,negative,0.9737794995307922
yossi ui gpanya ko diumpetin kaya umur,negative,0.9957855343818665
acara bagus,positive,0.9961723685264587
sombong bilang gampang parah,negative,0.9982317090034485
yesaya gampang tau lolos cocok politikus,positive,0.6840429902076721
makan apas,negative,0.9911467432975769
anak orang kaya kyanya,negative,0.9915841817855835
menang seleksi masuk ptn lolos jalur pinternya jauhhhh banget lolos ptn moga kelak turun didik baik dr aamiin,negative,0.691041886806488
menang seleksi masuk ptn lolos jalur pinternya jauhhhh banget lolos ptn moga kelak turun didik baik dr aamiin,negative,0.691041886806488
masyaaaallaaaahhh kereeeennnn,positive,0.9882468581199646
cung ibu2 anak 2 nonton longo,negative,0.8480706214904785
maasyaa allah,positive,0.9481513500213623
ajar ipk 5 0 ipk 3 48 4 00 susah ampun,negative,0.9962816834449768
bukti indonesia orang pinter,positive,0.99184650182724
tegang,negative,0.997338593006134
bisa ngitung duit,positive,0.9850594997406006
bus lomba kaya hahaha,positive,0.5899757742881775
tim org goblog banget suka org pinter,negative,0.9944556355476379
semangat guys keren banget bgt,positive,0.9947354197502136
tes tes koran tes masuk bca keinget banget lolos lolos tahap wawancara pakek hijab huhuuu ken banget balek mudakuu,positive,0.696236789226532
bot anjing,negative,0.9963410496711731
ipk 2 nontonin org atas rat,negative,0.9850807785987854
asa nonton squid game versi pinter,neutral,0.763041079044342
mampu lihat dsitu kaya ken ikut gabung asah mampu suka lihat program asah otak moga banyak,positive,0.8070269823074341
konten viralin 2bln naek haji,neutral,0.5406516790390015
vibes kaya nntn drakor piramida game gitu,negative,0.5081372261047363
keren banget sumpah,positive,0.9972881078720093
kabupaten nkri ada kompetensi,neutral,0.9685463309288025
yallah menang pinter banget masyallah,positive,0.9940866231918335
asli merinding banget tegang puncak keren,positive,0.9764519333839417
anak bsi nih,positive,0.9151695370674133
ui terbaikk bem ngotakkkkkk,positive,0.9514022469520569
acara2 gin iq indonesia tinggal asean,neutral,0.9757757782936096
keren,positive,0.9971580505371094
inti sepintar2 org kalah org cari kerja,negative,0.995290994644165
kerja beken jujur insecure nikmat ipk 3 30 univ swasta wkwkwkw,positive,0.9009405374526978
angka 1 2 3 masing2 kali tambah gitu gk,neutral,0.7953299283981323
agas beneran merinding merindinggg gas,negative,0.8838716149330139
upi upi,neutral,0.8358262777328491
deh tua neng banget nonton ginian,negative,0.9954057931900024
berhentiiii yaaaa,negative,0.9943377375602722
yesala teknik sipil sombong pinter,negative,0.9982916712760925
gils nonton merinding,negative,0.9710419178009033
suara narator kaya squid game,negative,0.9314494729042053
langsung keinget university war yhh,positive,0.5771579742431641
hamil lihat ana pinter jenius aamiin,positive,0.9926480054855347
fahmi ibnu emilda kasi bgt,positive,0.9290246963500977
kampus brawijaya 1 wakilnyaa syemangat,neutral,0.9864148497581482
kerenn,positive,0.9957095384597778
minus asal nebak selenggara sangsi hukum tebak contoh ronde 1 10 orang save kali lihat orang tebak asal coba kasih hukum 3x tebak sportif acara suka,negative,0.9589572548866272
inti teliti konsentrasi tenang,positive,0.7630103826522827
isi anak mipa,negative,0.945439338684082
yesaya said banding uji kampus gampang gitu,neutral,0.7139120697975159
orang pintar bgt,positive,0.9876469373703003
nonton episode merinding lihat teman teman umur keren prestasi asik lihat opini serta bijak semangat penuh makna tarik moga motivasi,positive,0.9341300129890442
sorot anak2 muda prestasi joget2 tiktok doang kebel rumah mobil,negative,0.9907389879226685
moga anak muhammad alif ar rashid skrng duduk kelas 2 sd orang2 hebat aamiin tonton manfaat banget org tua yg undang semangat semangat bantu ajar anak anak ajar bidang cinta suka semangat anak2 pintar yg penting lh usaha mu usaha mu doa juara bismillah,positive,0.9904194474220276
please please please pleaseeeee addd eng subbbbb pleasee,neutral,0.7949010133743286
tanding stress,negative,0.9966938495635986
menang nonton acara neng lihat orang pinter pinter,positive,0.9853743314743042
keren,positive,0.9971580505371094
keren,positive,0.9971580505371094
keren ruangguru champions,positive,0.993233859539032
sd motivasi,positive,0.9096447229385376
acara super seru asik,positive,0.9974578022956848
deg degan,negative,0.7075497508049011
shakira gg banget,negative,0.9954453706741333
tim podcast densu lgsung kesini tuh keren banget banget,positive,0.9943392872810364
ngrasa sombong,negative,0.9976818561553955
lihat sedih tilik program zonasi,negative,0.9585187435150146
yng pusing nonton gin pusing deh derita orang hafal al jabar,negative,0.9957364797592163
bilang takut hujat emang hujat org org galolos udh masuk acara udh hebat tanda emang pilih org pinter,negative,0.9954114556312561
harap acara cerdas cermat wants millionaire kuis cerdas negeri pupus 58 hun butuh didik cerdas butuh sogo bansos makan gratis,neutral,0.9940319657325745
keren bangett senag nonton begini,positive,0.9950488209724426
surrender,positive,0.43695777654647827
org pinter suka banget nonton org pinter cepat,positive,0.9961744546890259
makan,positive,0.6561312079429626
hr recruiter pantau,neutral,0.9974178075790405
rada sedih lihat anak indonesia pinter2 org perintah laen,negative,0.990098774433136
show tonton faedah asah ilmu tahu terap trus acara kaya gin motivasi anak anak indonesia giat ajar,positive,0.9368281960487366
show tonton faedah asah ilmu tahu terap trus acara kaya gin motivasi anak anak indonesia giat ajar,positive,0.9368281960487366
w rumah merinding langsung sana,negative,0.9858200550079346
gagal hebat,negative,0.9978255033493042
seruuuuu,positive,0.996432900428772
acara positif tengah serbu acara hura2 mutu moga program2 sasar intelegencia eq lomba cerdas cermat kelopencapir generasi 90n,negative,0.7274510264396667
nan,positive,0.5520075559616089
langgan remedial suka banget nontonin giat orang pinter,positive,0.9806822538375854
syng banget rea nana ngundurin,positive,0.7123910784721375
anak pinter pinter,positive,0.9954524636268616
variety show university war korsel beda korsel univ kelompok g individu,neutral,0.9969838261604309
gin viral keren banget masyaallah anak selanjutnyaaaa,positive,0.9955287575721741
dsni pinter smua cuux g bodoh cm karma pakai segi otak anak anak,negative,0.8656705021858215
astaga ngelihat semangat hitung hebat banget langsung pingsan pulang banggan,negative,0.9843496680259705
15 16 22 23 27 06 34 08 37 48,neutral,0.9882728457450867
moga anak anak kelak pintar anak anak amiin allh,positive,0.9887400269508362
1 keren,positive,0.9963441491127014
maty anxietyku ronta,negative,0.7979331612586975
ngerjain kepala pusing lihat,negative,0.9979664087295532
moga orang cerdas nantix kerja layak,positive,0.9797292947769165
indonesia butuh banget acara ginii,positive,0.45797744393348694
moga 3 anak2 pintar kk2 utama didik,positive,0.9763794541358948
keren keren banget,positive,0.9968572854995728
kagum orang pintar,positive,0.9945082068443298
nontonnya sholawatin,positive,0.964796781539917
jarang indonesia acara gin teruskann mantap,positive,0.9951220154762268
gin wajib viral asli keren bngt,positive,0.9956232905387878
merinding moga anak cucu salah amin,negative,0.9688058495521545
nonton coc lihat xaviera sandy,neutral,0.9974729418754578
asli acara terkren ruangguru best emang,positive,0.9954604506492615
100 indonesia kurang orang pintar kurang orang jujur,negative,0.9947634935379028
takut lycaa hujat bodoh,negative,0.9971107244491577
jerome tiap muka hhh,negative,0.9825797080993652
otak standar suka banget orang jenius,positive,0.9744611382484436
lihat program nang merinding,negative,0.9914378523826599
mudah2an acaraanya master chef indonesiaaaa yahhhh,positive,0.9791743159294128
padjadjaran kenalin,neutral,0.9514742493629456
padjadjaran kenalin,neutral,0.9514742493629456
kecewa lolos percaya pintar mageran cma lihat hitung,negative,0.9980509281158447
makan,positive,0.6561312079429626
gpa kui lhoo,negative,0.6156986355781555
ipk 2 indonesia mah ipk 2 3 wapres,neutral,0.5622714757919312
pintar pintar smua,positive,0.9773308038711548
lihat gin motivasi malas2 ajar tdur kelas maybe orang tua nuntut w naruh harap w,negative,0.9973119497299194
calon indonesia maju,positive,0.9577822089195251
agas sok pinter anjing,negative,0.998239278793335
sebenernya challenge butuh tenang fokus teliti lumayan lomba menang tenang teliti sedih nyesel nyalahin huhuu,positive,0.6076313257217407
amazing real acara keren best banget moga acara unggah anak anak bangsa pintar cerdas akhlak,positive,0.9963529109954834
orang pintar harga,positive,0.9372760057449341
calon2 wakil walikota,neutral,0.9927599430084229
asa nonton squid game,neutral,0.7535267472267151
terimakasih ruang guru nyediain tonton keren,positive,0.9732704162597656
ibu2 trmotivasi ajar lbh giat ajar anak2ku moga anak2ku cerdas hasil mrka aamiin,positive,0.9666160345077515
acara tahun sumpah seru nontonin nyaa,positive,0.9956918358802795
kesan nonton video bangga banget sm adek adek pinter pinter bakat patut apresiasi moga acara lanjut motivasi pelajar2 indonesia prestasi rajin ajar keren ruang guru,positive,0.9907930493354797
dannn akhirnyaaaa indonesia acara ngikutin korea mikir indonesia acara gin daannnn ruang guruuuu bikin acara gila sukses ruang guru,positive,0.9589501023292542
kasi emilda,neutral,0.8033078908920288
merinding hebat,positive,0.7590444087982178
bts kompetisi,neutral,0.6342673301696777
bissmillah sekolah lagi pinter,positive,0.9848636984825134
piala ucl,neutral,0.7094624638557434
nan,positive,0.5520075559616089
bismillah moga anak besok,positive,0.5586787462234497
lolos babak 1 best deh generasi muda hebat,positive,0.9962896108627319
gilir joget gk cepat viral lanjut mncanegara,negative,0.9793267250061035
ny tampilin donk konten video biar nonton rumah ikutannnn,neutral,0.7484925985336304
moga anak nnti pinter gin calon suami salah orang pinter prestasi,positive,0.9521670341491699
gampang banget yesaya nggk lolos ronde 1,positive,0.966249942779541
merinding dr otak kmn yahh gaes ko dr malas bljr,negative,0.9864993095397949
masya allah keren bangettt,positive,0.9965369701385498
